vendor_id,is_anomaly,anomaly_type,severity,expired_certifications,explanation
VND-1254,True,ELEVATED_RISK_VENDOR,HIGH,SOC2_TYPE2_EXPIRED|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=65.0 → HIGH. Breach: none. Certs: ['SOC2_TYPE2_EXPIRED', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: D."
VND-1143,False,NONE,LOW,SOC2_TYPE2_EXPIRED,Score=30.0 → LOW. Breach: none. Certs: ['SOC2_TYPE2_EXPIRED']. Contract expired: False. Rating: D.
VND-1218,True,ELEVATED_RISK_VENDOR,HIGH,SOC2_TYPE2_EXPIRED|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=65.0 → HIGH. Breach: none. Certs: ['SOC2_TYPE2_EXPIRED', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: D."
VND-1286,False,NONE,LOW,,Score=8.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A-.
VND-1315,False,NONE,LOW,,Score=14.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B.
VND-1027,True,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,,Breach 10.3 months ago with HIGH data sensitivity — hard-floor CRITICAL.
VND-1396,False,NONE,LOW,,Score=7.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-1033,True,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,,Breach 10.6 months ago with HIGH data sensitivity — hard-floor CRITICAL.
VND-1148,False,NONE,LOW,SOC2_TYPE2_EXPIRED,Score=34.5 → LOW. Breach: none. Certs: ['SOC2_TYPE2_EXPIRED']. Contract expired: False. Rating: C-.
VND-1320,False,NONE,LOW,,Score=11.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A-.
VND-1337,False,NONE,LOW,,Score=7.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A.
VND-1258,False,NONE,LOW,,Score=8.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A-.
VND-1403,False,NONE,LOW,,Score=1.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A-.
VND-1119,True,EXPIRED_CERTIFICATION,MEDIUM,SOC2_TYPE2_MISSING|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=46.0 → MEDIUM. Breach: none. Certs: ['SOC2_TYPE2_MISSING', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: C."
VND-1123,False,NONE,LOW,CONTRACT_EXPIRED_ACTIVE_ACCESS,Score=28.5 → LOW. Breach: none. Certs: ['CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: C.
VND-1319,False,NONE,LOW,,Score=1.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1361,False,NONE,LOW,,Score=5.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B.
VND-1326,False,NONE,LOW,,Score=4.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1383,False,NONE,LOW,,Score=15.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-1245,True,ELEVATED_RISK_VENDOR,HIGH,SOC2_TYPE2_EXPIRED|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=79.3 → HIGH. Breach: 17.1mo ago. Certs: ['SOC2_TYPE2_EXPIRED', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: C."
VND-1125,False,NONE,LOW,CONTRACT_EXPIRED_ACTIVE_ACCESS,Score=20.0 → LOW. Breach: none. Certs: ['CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: B.
VND-1202,False,NONE,LOW,SOC2_TYPE2_EXPIRING_SOON,Score=15.0 → LOW. Breach: none. Certs: ['SOC2_TYPE2_EXPIRING_SOON']. Contract expired: False. Rating: A.
VND-1084,True,EXPIRED_CERTIFICATION,MEDIUM,SOC2_TYPE2_MISSING,Score=41.0 → MEDIUM. Breach: none. Certs: ['SOC2_TYPE2_MISSING']. Contract expired: False. Rating: C.
VND-1340,False,NONE,LOW,,Score=4.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A-.
VND-1404,False,NONE,LOW,,Score=13.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A-.
VND-1271,False,NONE,LOW,,Score=0.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A.
VND-1047,True,VENDOR_UNDER_INVESTIGATION,CRITICAL,,Vendor is flagged under_investigation — hard-floor CRITICAL.
VND-1235,True,ELEVATED_RISK_VENDOR,HIGH,SOC2_TYPE2_EXPIRED|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=65.0 → HIGH. Breach: none. Certs: ['SOC2_TYPE2_EXPIRED', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: D."
VND-1094,True,EXPIRED_CERTIFICATION,MEDIUM,SOC2_TYPE2_EXPIRED,Score=40.0 → MEDIUM. Breach: none. Certs: ['SOC2_TYPE2_EXPIRED']. Contract expired: False. Rating: C+.
VND-1067,False,NONE,LOW,SOC2_TYPE2_EXPIRED,Score=38.0 → LOW. Breach: none. Certs: ['SOC2_TYPE2_EXPIRED']. Contract expired: False. Rating: B-.
VND-1224,True,ELEVATED_RISK_VENDOR,HIGH,SOC2_TYPE2_MISSING|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=65.0 → HIGH. Breach: none. Certs: ['SOC2_TYPE2_MISSING', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: D."
VND-1037,True,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,,Breach 5.5 months ago with HIGH data sensitivity — hard-floor CRITICAL.
VND-1318,False,NONE,LOW,,Score=0.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-1382,False,NONE,LOW,,Score=1.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A-.
VND-1244,True,ELEVATED_RISK_VENDOR,HIGH,SOC2_TYPE2_EXPIRED|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=65.0 → HIGH. Breach: none. Certs: ['SOC2_TYPE2_EXPIRED', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: D."
VND-1204,False,NONE,LOW,SOC2_TYPE2_EXPIRING_SOON,Score=7.5 → LOW. Breach: none. Certs: ['SOC2_TYPE2_EXPIRING_SOON']. Contract expired: False. Rating: A.
VND-1197,False,NONE,LOW,SOC2_TYPE2_MISSING,Score=31.4 → LOW. Breach: 28.4mo ago. Certs: ['SOC2_TYPE2_MISSING']. Contract expired: False. Rating: B.
VND-1349,False,NONE,LOW,,Score=3.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A.
VND-1278,False,NONE,LOW,,Score=3.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-1176,False,NONE,LOW,SOC2_TYPE2_MISSING,Score=32.3 → LOW. Breach: 27.2mo ago. Certs: ['SOC2_TYPE2_MISSING']. Contract expired: False. Rating: A-.
VND-1222,True,ELEVATED_RISK_VENDOR,HIGH,SOC2_TYPE2_EXPIRED|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=65.0 → HIGH. Breach: none. Certs: ['SOC2_TYPE2_EXPIRED', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: D."
VND-1117,False,NONE,LOW,SOC2_TYPE2_MISSING|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=34.5 → LOW. Breach: none. Certs: ['SOC2_TYPE2_MISSING', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: B."
VND-1025,True,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,,Breach 1.6 months ago with HIGH data sensitivity — hard-floor CRITICAL.
VND-1220,True,ELEVATED_RISK_VENDOR,HIGH,SOC2_TYPE2_EXPIRED|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=65.0 → HIGH. Breach: none. Certs: ['SOC2_TYPE2_EXPIRED', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: D."
VND-1179,False,NONE,LOW,,Score=17.1 → LOW. Breach: 16.9mo ago. Certs: OK. Contract expired: False. Rating: C.
VND-1206,False,NONE,LOW,SOC2_TYPE2_EXPIRING_SOON,Score=8.5 → LOW. Breach: none. Certs: ['SOC2_TYPE2_EXPIRING_SOON']. Contract expired: False. Rating: A-.
VND-1355,False,NONE,LOW,,Score=5.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B.
VND-1374,False,NONE,LOW,,Score=12.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1309,False,NONE,LOW,,Score=1.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A-.
VND-1120,False,NONE,LOW,CONTRACT_EXPIRED_ACTIVE_ACCESS,Score=28.5 → LOW. Breach: none. Certs: ['CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: C.
VND-1196,False,NONE,LOW,,Score=20.8 → LOW. Breach: 23.5mo ago. Certs: OK. Contract expired: False. Rating: C.
VND-1194,False,NONE,LOW,SOC2_TYPE2_MISSING,Score=25.7 → LOW. Breach: 28.5mo ago. Certs: ['SOC2_TYPE2_MISSING']. Contract expired: False. Rating: C.
VND-1021,True,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,,Breach 10.5 months ago with HIGH data sensitivity — hard-floor CRITICAL.
VND-1137,False,NONE,LOW,,Score=7.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: C-.
VND-1208,False,NONE,LOW,SOC2_TYPE2_EXPIRING_SOON,Score=20.5 → LOW. Breach: none. Certs: ['SOC2_TYPE2_EXPIRING_SOON']. Contract expired: False. Rating: A-.
VND-1364,False,NONE,LOW,,Score=4.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A-.
VND-1195,False,NONE,LOW,,Score=17.3 → LOW. Breach: 22.9mo ago. Certs: OK. Contract expired: False. Rating: C.
VND-1183,False,NONE,LOW,SOC2_TYPE2_MISSING,Score=22.1 → LOW. Breach: 27.2mo ago. Certs: ['SOC2_TYPE2_MISSING']. Contract expired: False. Rating: B.
VND-1300,False,NONE,LOW,,Score=9.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1210,False,NONE,LOW,SOC2_TYPE2_EXPIRING_SOON,Score=9.8 → LOW. Breach: none. Certs: ['SOC2_TYPE2_EXPIRING_SOON']. Contract expired: False. Rating: A.
VND-1086,False,NONE,LOW,SOC2_TYPE2_MISSING,Score=38.0 → LOW. Breach: none. Certs: ['SOC2_TYPE2_MISSING']. Contract expired: False. Rating: B-.
VND-1253,True,ELEVATED_RISK_VENDOR,HIGH,SOC2_TYPE2_EXPIRED|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=69.4 → HIGH. Breach: 27.3mo ago. Certs: ['SOC2_TYPE2_EXPIRED', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: C."
VND-1092,False,NONE,LOW,SOC2_TYPE2_EXPIRED,Score=38.0 → LOW. Breach: none. Certs: ['SOC2_TYPE2_EXPIRED']. Contract expired: False. Rating: B-.
VND-1333,False,NONE,LOW,,Score=3.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A.
VND-1115,False,NONE,LOW,SOC2_TYPE2_MISSING|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=34.5 → LOW. Breach: none. Certs: ['SOC2_TYPE2_MISSING', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: B."
VND-1261,False,NONE,LOW,,Score=3.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A.
VND-1177,False,NONE,LOW,SOC2_TYPE2_MISSING,Score=33.2 → LOW. Breach: 28.5mo ago. Certs: ['SOC2_TYPE2_MISSING']. Contract expired: False. Rating: C.
VND-1215,True,ELEVATED_RISK_VENDOR,HIGH,SOC2_TYPE2_EXPIRED|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=65.0 → HIGH. Breach: none. Certs: ['SOC2_TYPE2_EXPIRED', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: D."
VND-1332,False,NONE,LOW,,Score=2.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B.
VND-1152,False,NONE,LOW,SOC2_TYPE2_MISSING,Score=29.2 → LOW. Breach: none. Certs: ['SOC2_TYPE2_MISSING']. Contract expired: False. Rating: B+.
VND-1251,True,ELEVATED_RISK_VENDOR,HIGH,SOC2_TYPE2_EXPIRED|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=65.0 → HIGH. Breach: none. Certs: ['SOC2_TYPE2_EXPIRED', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: D."
VND-1153,False,NONE,LOW,,Score=6.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1181,False,NONE,LOW,,Score=4.9 → LOW. Breach: 32.5mo ago. Certs: OK. Contract expired: False. Rating: B+.
VND-1046,True,VENDOR_UNDER_INVESTIGATION,CRITICAL,,Vendor is flagged under_investigation — hard-floor CRITICAL.
VND-1101,True,EXPIRED_CERTIFICATION,MEDIUM,SOC2_TYPE2_MISSING|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=42.0 → MEDIUM. Breach: none. Certs: ['SOC2_TYPE2_MISSING', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: B."
VND-1110,False,NONE,LOW,CONTRACT_EXPIRED_ACTIVE_ACCESS,Score=17.0 → LOW. Breach: none. Certs: ['CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: B.
VND-1289,False,NONE,LOW,,Score=0.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-1014,True,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,,Breach 8.1 months ago with HIGH data sensitivity — hard-floor CRITICAL.
VND-1276,False,NONE,LOW,,Score=1.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1028,True,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,,Breach 4.4 months ago with HIGH data sensitivity — hard-floor CRITICAL.
VND-1369,False,NONE,LOW,,Score=5.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B.
VND-1173,False,NONE,LOW,,Score=6.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1324,False,NONE,LOW,,Score=4.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A-.
VND-1121,True,EXPIRED_CERTIFICATION,MEDIUM,SOC2_TYPE2_MISSING|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=42.0 → MEDIUM. Breach: none. Certs: ['SOC2_TYPE2_MISSING', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: B."
VND-1264,False,NONE,LOW,,Score=10.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A.
VND-1357,False,NONE,LOW,,Score=4.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1338,False,NONE,LOW,,Score=7.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-1114,False,NONE,LOW,SOC2_TYPE2_MISSING|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=37.5 → LOW. Breach: none. Certs: ['SOC2_TYPE2_MISSING', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: B."
VND-1259,False,NONE,LOW,,Score=1.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1087,True,EXPIRED_CERTIFICATION,MEDIUM,SOC2_TYPE2_EXPIRED,Score=41.0 → MEDIUM. Breach: none. Certs: ['SOC2_TYPE2_EXPIRED']. Contract expired: False. Rating: C.
VND-1229,True,ELEVATED_RISK_VENDOR,HIGH,SOC2_TYPE2_EXPIRED|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=75.1 → HIGH. Breach: 21.5mo ago. Certs: ['SOC2_TYPE2_EXPIRED', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: C."
VND-1157,False,NONE,LOW,SOC2_TYPE2_MISSING,Score=24.0 → LOW. Breach: none. Certs: ['SOC2_TYPE2_MISSING']. Contract expired: False. Rating: B+.
VND-1368,False,NONE,LOW,,Score=6.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1351,False,NONE,LOW,,Score=4.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A-.
VND-1044,True,VENDOR_UNDER_INVESTIGATION,CRITICAL,,Vendor is flagged under_investigation — hard-floor CRITICAL.
VND-1126,True,EXPIRED_CERTIFICATION,MEDIUM,SOC2_TYPE2_MISSING|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=42.0 → MEDIUM. Breach: none. Certs: ['SOC2_TYPE2_MISSING', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: B."
VND-1146,False,NONE,LOW,SOC2_TYPE2_EXPIRED,Score=27.0 → LOW. Breach: none. Certs: ['SOC2_TYPE2_EXPIRED']. Contract expired: False. Rating: C-.
VND-1073,True,EXPIRED_CERTIFICATION,MEDIUM,SOC2_TYPE2_EXPIRED,Score=41.0 → MEDIUM. Breach: none. Certs: ['SOC2_TYPE2_EXPIRED']. Contract expired: False. Rating: C.
VND-1139,False,NONE,LOW,,Score=10.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: D.
VND-1272,False,NONE,LOW,,Score=5.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B.
VND-1405,False,NONE,LOW,,Score=5.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-1297,False,NONE,LOW,,Score=2.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B.
VND-1284,False,NONE,LOW,,Score=10.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-1008,True,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,,Breach 2.1 months ago with HIGH data sensitivity — hard-floor CRITICAL.
VND-1388,False,NONE,LOW,,Score=5.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B.
VND-1141,False,NONE,LOW,SOC2_TYPE2_MISSING,Score=27.5 → LOW. Breach: none. Certs: ['SOC2_TYPE2_MISSING']. Contract expired: False. Rating: D.
VND-1081,True,EXPIRED_CERTIFICATION,MEDIUM,SOC2_TYPE2_MISSING,Score=40.0 → MEDIUM. Breach: none. Certs: ['SOC2_TYPE2_MISSING']. Contract expired: False. Rating: C+.
VND-1347,False,NONE,LOW,,Score=0.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-1330,False,NONE,LOW,,Score=9.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1414,False,NONE,LOW,,Score=10.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A.
VND-1226,True,ELEVATED_RISK_VENDOR,HIGH,SOC2_TYPE2_EXPIRED|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=65.0 → HIGH. Breach: none. Certs: ['SOC2_TYPE2_EXPIRED', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: D."
VND-1164,False,NONE,LOW,,Score=14.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1273,False,NONE,LOW,,Score=12.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A.
VND-1142,False,NONE,LOW,SOC2_TYPE2_MISSING,Score=31.0 → LOW. Breach: none. Certs: ['SOC2_TYPE2_MISSING']. Contract expired: False. Rating: C.
VND-1147,False,NONE,LOW,SOC2_TYPE2_MISSING,Score=31.0 → LOW. Breach: none. Certs: ['SOC2_TYPE2_MISSING']. Contract expired: False. Rating: C.
VND-1099,False,NONE,LOW,SOC2_TYPE2_MISSING|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=37.5 → LOW. Breach: none. Certs: ['SOC2_TYPE2_MISSING', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: B."
VND-1103,True,EXPIRED_CERTIFICATION,MEDIUM,SOC2_TYPE2_MISSING|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=46.0 → MEDIUM. Breach: none. Certs: ['SOC2_TYPE2_MISSING', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: C."
VND-1165,False,NONE,LOW,,Score=15.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B-.
VND-1108,False,NONE,LOW,SOC2_TYPE2_MISSING|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=38.5 → LOW. Breach: none. Certs: ['SOC2_TYPE2_MISSING', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: C."
VND-1391,False,NONE,LOW,,Score=10.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-1012,True,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,,Breach 11.3 months ago with HIGH data sensitivity — hard-floor CRITICAL.
VND-1358,False,NONE,LOW,,Score=17.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B.
VND-1360,False,NONE,LOW,,Score=4.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A-.
VND-1053,True,VENDOR_UNDER_INVESTIGATION,CRITICAL,,Vendor is flagged under_investigation — hard-floor CRITICAL.
VND-1407,False,NONE,LOW,,Score=8.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A-.
VND-1240,True,ELEVATED_RISK_VENDOR,HIGH,SOC2_TYPE2_EXPIRED|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=65.0 → HIGH. Breach: none. Certs: ['SOC2_TYPE2_EXPIRED', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: D."
VND-1386,False,NONE,LOW,,Score=4.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1400,False,NONE,LOW,,Score=0.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-1023,True,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,,Breach 7.7 months ago with HIGH data sensitivity — hard-floor CRITICAL.
VND-1160,False,NONE,LOW,,Score=8.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B-.
VND-1003,True,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,,Breach 11.4 months ago with HIGH data sensitivity — hard-floor CRITICAL.
VND-1334,False,NONE,LOW,,Score=1.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1268,False,NONE,LOW,,Score=10.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-1199,False,NONE,LOW,,Score=7.1 → LOW. Breach: 31.7mo ago. Certs: OK. Contract expired: False. Rating: B-.
VND-1366,False,NONE,LOW,,Score=11.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A-.
VND-1372,False,NONE,LOW,,Score=8.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A-.
VND-1106,False,NONE,LOW,CONTRACT_EXPIRED_ACTIVE_ACCESS,Score=21.0 → LOW. Breach: none. Certs: ['CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: C.
VND-1068,True,EXPIRED_CERTIFICATION,MEDIUM,SOC2_TYPE2_MISSING,Score=41.0 → MEDIUM. Breach: none. Certs: ['SOC2_TYPE2_MISSING']. Contract expired: False. Rating: C.
VND-1265,False,NONE,LOW,,Score=2.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B.
VND-1051,True,VENDOR_UNDER_INVESTIGATION,CRITICAL,,Vendor is flagged under_investigation — hard-floor CRITICAL.
VND-1074,True,EXPIRED_CERTIFICATION,MEDIUM,SOC2_TYPE2_EXPIRED,Score=40.0 → MEDIUM. Breach: none. Certs: ['SOC2_TYPE2_EXPIRED']. Contract expired: False. Rating: C+.
VND-1168,False,NONE,LOW,,Score=15.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B-.
VND-1159,False,NONE,LOW,,Score=14.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1342,False,NONE,LOW,,Score=1.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A-.
VND-1310,False,NONE,LOW,,Score=3.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-1385,False,NONE,LOW,,Score=10.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-1098,True,EXPIRED_CERTIFICATION,MEDIUM,SOC2_TYPE2_MISSING|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=42.0 → MEDIUM. Breach: none. Certs: ['SOC2_TYPE2_MISSING', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: B."
VND-1079,True,EXPIRED_CERTIFICATION,MEDIUM,SOC2_TYPE2_MISSING,Score=40.0 → MEDIUM. Breach: none. Certs: ['SOC2_TYPE2_MISSING']. Contract expired: False. Rating: C+.
VND-1257,False,NONE,LOW,,Score=8.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A-.
VND-1248,True,ELEVATED_RISK_VENDOR,HIGH,SOC2_TYPE2_EXPIRED|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=65.0 → HIGH. Breach: none. Certs: ['SOC2_TYPE2_EXPIRED', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: D."
VND-1418,False,NONE,LOW,,Score=4.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B+.
VND-1392,False,NONE,LOW,,Score=12.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B.
VND-1228,True,ELEVATED_RISK_VENDOR,HIGH,SOC2_TYPE2_EXPIRED|CONTRACT_EXPIRED_ACTIVE_ACCESS,"Score=65.0 → HIGH. Breach: none. Certs: ['SOC2_TYPE2_EXPIRED', 'CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: D."
VND-1048,True,VENDOR_UNDER_INVESTIGATION,CRITICAL,,Vendor is flagged under_investigation — hard-floor CRITICAL.
VND-1399,False,NONE,LOW,,Score=0.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-1020,True,BREACHED_VENDOR_HIGH_ACCESS,CRITICAL,,Breach 8.1 months ago with HIGH data sensitivity — hard-floor CRITICAL.
VND-1192,False,NONE,LOW,,Score=15.9 → LOW. Breach: 30.7mo ago. Certs: OK. Contract expired: False. Rating: A-.
VND-1058,True,VENDOR_UNDER_INVESTIGATION,CRITICAL,,Vendor is flagged under_investigation — hard-floor CRITICAL.
VND-1379,False,NONE,LOW,,Score=3.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-1323,False,NONE,LOW,,Score=0.0 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: A+.
VND-1269,False,NONE,LOW,,Score=12.5 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B.
VND-1111,False,NONE,LOW,CONTRACT_EXPIRED_ACTIVE_ACCESS,Score=27.5 → LOW. Breach: none. Certs: ['CONTRACT_EXPIRED_ACTIVE_ACCESS']. Contract expired: True. Rating: B.
VND-1155,False,NONE,LOW,,Score=16.8 → LOW. Breach: none. Certs: OK. Contract expired: False. Rating: B.
